exposure	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
5867_60_ARG1_ARGI1	ieu-b-4957	5867_60	ARGI1	ARG1	1	Wald ratio	-0.131416809295954	0.697571355511292	0.85056943062523	0.876852218057033	0.223430099871591	3.44120963448264
5867_60_ARG1_ARGI1	myeloma_meta-analysis	5867_60	ARGI1	ARG1	1	Wald ratio	0.234080717488789	0.390134529147982	0.548506235500147	1.26374649453454	0.588261936733286	2.71487088101781
15462_28_CD8A_CD8A	ieu-b-4957	15462_28	CD8A	CD8A	1	Wald ratio	-0.101659825767509	0.197684699373131	0.607075555388914	0.903336791308074	0.613164616588163	1.33082917124497
15462_28_CD8A_CD8A	myeloma_meta-analysis	15462_28	CD8A	CD8A	1	Wald ratio	0.107205185739217	0.136125654450262	0.430962435849813	1.11316263614656	0.852483779501412	1.45355382038763
15298_199_NETO1_NETO1	ieu-b-4957	15298_199	NETO1	NETO1	1	Wald ratio	-1.53892744315402	1.10754240361155	0.164681509029833	0.214611160698731	0.0244846092126072	1.88109803577103
15570_99_CR2_Complement_receptor_type_2	ieu-b-4957	15570_99	Complement_receptor_type_2	CR2	1	Wald ratio	0.373607984642774	0.359706212181077	0.298968671564392	1.4529674532439	0.717906320539716	2.94065445558265
15570_99_CR2_Complement_receptor_type_2	myeloma_meta-analysis	15570_99	Complement_receptor_type_2	CR2	1	Wald ratio	0.154333201424614	0.250494657696874	0.537819451627982	1.16687962796468	0.714168516015824	1.90656411704491
10346_5_STAT3_STAT3	myeloma_meta-analysis	10346_5	STAT3	STAT3	1	Wald ratio	0.347177157689812	0.236859182349124	0.142715473805306	1.41506739323622	0.88952573553019	2.25110488366796
18921_30_PHEX_PHEX	ieu-b-4957	18921_30	PHEX	PHEX	1	Wald ratio	0.0173603764525027	0.232965883696179	0.940597451509231	1.01751194360505	0.644517853548796	1.60636443145565
19496_1_NPL_NPL	ieu-b-4957	19496_1	NPL	NPL	1	Wald ratio	-0.263187817581242	0.367900893429025	0.474376153946297	0.768597527625415	0.373710603435217	1.58074765350967
19496_1_NPL_NPL	myeloma_meta-analysis	19496_1	NPL	NPL	1	Wald ratio	0.230062054700069	0.197885543553206	0.244991170771031	1.25867811439895	0.854026025644624	1.85506126054072
14623_26_SUMO3_SUMO3	ieu-b-4957	14623_26	SUMO3	SUMO3	1	Wald ratio	1.26550103654515	1.05416093553321	0.229952269792399	3.5448683998517	0.449035020734524	27.9846590845225
15579_26_ENPP6_ENPP6	ieu-b-4957	15579_26	ENPP6	ENPP6	1	Wald ratio	-1.20658851557292	1.09575286525042	0.270831280294299	0.299216312023462	0.034935068315948	2.56276588816775
15579_26_ENPP6_ENPP6	myeloma_meta-analysis	15579_26	ENPP6	ENPP6	1	Wald ratio	-0.618909512761021	0.663573085846868	0.350978857687008	0.538531379107102	0.146678412162117	1.97722379188599
4978_54_DBNL_DBNL	ieu-b-4957	4978_54	DBNL	DBNL	1	Wald ratio	1.10945036492377	0.863935533507707	0.199078320811434	3.03269106288216	0.557739494832035	16.4901628235151
5112_73_CD200_OX2G	ieu-b-4957	5112_73	OX2G	CD200	1	Wald ratio	1.21847785209089	0.766217654633912	0.111778397437765	3.38203585485031	0.753287173789804	15.1843372905812
5112_73_CD200_OX2G	myeloma_meta-analysis	5112_73	OX2G	CD200	1	Wald ratio	0.390625	0.4171875	0.349103518655331	1.47790419541174	0.652422774530203	3.34783041929893
17677_47_CD160_BY55	ieu-b-4957	17677_47	BY55	CD160	1	Wald ratio	-0.236918488797404	0.448681175287972	0.597476398184906	0.789055602267464	0.327478265052253	1.90122157685893
17677_47_CD160_BY55	myeloma_meta-analysis	17677_47	BY55	CD160	1	Wald ratio	0.338156892612338	0.275704493526276	0.220003303058096	1.40236050614972	0.816911988859399	2.40737682397628
3459_49_PDGFRB_PDGF_Rb	ieu-b-4957	3459_49	PDGF_Rb	PDGFRB	1	Wald ratio	-0.0041324435738445	0.0483216281538164	0.93184835903672	0.995876083221557	0.90588507048479	1.09480684188995
12387_7_PDLIM4_PDLI4	ieu-b-4957	12387_7	PDLI4	PDLIM4	1	Wald ratio	0.77206982336253	0.38404167802189	0.0443909540159504	2.16424121802975	1.01953652261787	4.59418563818772
12387_7_PDLIM4_PDLI4	myeloma_meta-analysis	12387_7	PDLI4	PDLIM4	1	Wald ratio	0.424101969872538	0.242564696794129	0.0803934653367454	1.52821741797456	0.949970036088971	2.45844435916723
9484_75_DSG2_Desmoglein_2	ieu-b-4957	9484_75	Desmoglein_2	DSG2	1	Wald ratio	-0.156072587704084	0.304921729640347	0.608759665595349	0.855497089547587	0.470613000452665	1.55515310779861
9484_75_DSG2_Desmoglein_2	myeloma_meta-analysis	9484_75	Desmoglein_2	DSG2	1	Wald ratio	-0.163779527559055	0.187926509186352	0.383476632343868	0.848929166734887	0.587361100519436	1.22698069296018
17435_43_ETFA_ETFA	ieu-b-4957	17435_43	ETFA	ETFA	1	Wald ratio	1.33919676766144	1.16086258149762	0.248655120140305	3.81597715778009	0.392156653763361	37.1323080431178
3415_61_IBSP_BSP	ieu-b-4957	3415_61	BSP	IBSP	1	Wald ratio	-0.466652649400533	0.612696714516162	0.446276527793379	0.627097875409261	0.188711061305934	2.08388285573402
3415_61_IBSP_BSP	myeloma_meta-analysis	3415_61	BSP	IBSP	1	Wald ratio	-0.566737288135593	0.373940677966102	0.129625401054328	0.567373598625148	0.272624192352685	1.18079322909246
12366_16_CRYGD_CRGD	ieu-b-4957	12366_16	CRGD	CRYGD	1	Wald ratio	-0.043481384034905	0.538342772774561	0.935625696452002	0.957450377787877	0.333326356738032	2.75019123869227
12366_16_CRYGD_CRGD	myeloma_meta-analysis	12366_16	CRGD	CRYGD	1	Wald ratio	-0.715021459227468	0.32618025751073	0.0283719068113072	0.489181614224164	0.25811894738001	0.927086733166693
4141_79_CXCL10_IP_10	myeloma_meta-analysis	4141_79	IP_10	CXCL10	1	Wald ratio	-0.0449396958573676	0.094022024121657	0.632671640951735	0.956055134179921	0.795151303843826	1.14951885908158
5091_28_LILRB2_ILT_4	ieu-b-4957	5091_28	ILT_4	LILRB2	1	Wald ratio	-0.0441930456309742	0.0701319812937762	0.528602254679938	0.956769239522583	0.833891710176613	1.09775330120831
5091_28_LILRB2_ILT_4	myeloma_meta-analysis	5091_28	ILT_4	LILRB2	1	Wald ratio	-0.0327678138633059	0.0396509936984973	0.40857389585531	0.967763234711501	0.895400870027393	1.04597360781056
16828_8_COL6A1_Collagen_a1_VI_	myeloma_meta-analysis	16828_8	Collagen_a1_VI_	COL6A1	1	Wald ratio	0.0519311911716975	0.0317267121064589	0.1016662787627	1.05330326345639	0.989799219946241	1.12088163180017
17447_52_SFRP4_SFRP4	ieu-b-4957	17447_52	SFRP4	SFRP4	1	Wald ratio	0.222461836591953	0.292186636503221	0.446436719815297	1.24914814699054	0.704530277728043	2.21476797017405
17447_52_SFRP4_SFRP4	myeloma_meta-analysis	17447_52	SFRP4	SFRP4	1	Wald ratio	0.144077237281842	0.179353880430746	0.421794060063344	1.15497331207917	0.81264869819306	1.64150063192279
13438_115_CHRD_CHRD	myeloma_meta-analysis	13438_115	CHRD	CHRD	1	Wald ratio	-0.492004264392324	0.651385927505331	0.450057511761462	0.611399758578412	0.170551038279959	2.19177595492636
8080_24_MSMP_PSMP	ieu-b-4957	8080_24	PSMP	MSMP	1	Wald ratio	0.50756522130061	0.961777477856413	0.597682133922176	1.66124151145829	0.252203586348176	10.9424429658281
8080_24_MSMP_PSMP	myeloma_meta-analysis	8080_24	PSMP	MSMP	1	Wald ratio	0.519230769230769	0.576923076923077	0.368120250693519	1.68073427978978	0.542515587349693	5.20697982717985
4969_2_CA1_Carbonic_anhydrase_I	myeloma_meta-analysis	4969_2	Carbonic_anhydrase_I	CA1	1	Wald ratio	-0.317949186620362	0.1903673917017	0.0948823257735735	0.72763976131066	0.50104003327371	1.05672119407472
3166_92_CD33_Siglec_3	ieu-b-4957	3166_92	Siglec_3	CD33	1	Wald ratio	0.0555803212621517	0.057251176080284	0.331640231066615	1.05715392559999	0.944941759208141	1.18269132623369
7141_21_MGAT4B_MGT4B	ieu-b-4957	7141_21	MGT4B	MGAT4B	1	Wald ratio	-0.1936639678044	0.159216116459314	0.223848167461977	0.823934726350533	0.60306665097602	1.12569387179282
4979_34_DPT_DERM	ieu-b-4957	4979_34	DERM	DPT	1	Wald ratio	0.398754497789385	0.171880938852482	0.0203437983304288	1.489967783318	1.06382175952011	2.08681950285263
4979_34_DPT_DERM	myeloma_meta-analysis	4979_34	DERM	DPT	1	Wald ratio	0.366862170087977	0.103812316715543	0.000409478597072652	1.44319898941652	1.17749585805339	1.76885830112059
12475_48_CLIC5_CLIC5	ieu-b-4957	12475_48	CLIC5	CLIC5	1	Wald ratio	0.0629284298549546	0.149599972501586	0.674014575613263	1.06495061783357	0.794305194020059	1.4278136753509
12475_48_CLIC5_CLIC5	myeloma_meta-analysis	12475_48	CLIC5	CLIC5	1	Wald ratio	-0.116142781033564	0.124489433493163	0.350844274784936	0.890348089401097	0.697577213761496	1.13638992883047
19129_15_MTHFSD_MTHFSD	ieu-b-4957	19129_15	MTHFSD	MTHFSD	1	Wald ratio	0.00476012682853225	0.186595994038943	0.979647902848992	1.00477147423012	0.697001287174659	1.44844168009921
8786_6_FAM171B_F171B	ieu-b-4957	8786_6	F171B	FAM171B	1	Wald ratio	-0.518071011833011	0.40310172803679	0.198718355483366	0.595668477887921	0.270319577703988	1.3125979944296
8786_6_FAM171B_F171B	myeloma_meta-analysis	8786_6	F171B	FAM171B	1	Wald ratio	-0.585522788203753	0.249329758713137	0.018854914495434	0.556814689556719	0.341567789248905	0.90770443895754
3461_58_BCAN_PGCB	ieu-b-4957	3461_58	PGCB	BCAN	1	Wald ratio	-0.199499636961287	0.314204208902786	0.525470004336037	0.819140518192589	0.442488905833683	1.5164022864723
19590_46_SFTPD_SP_D	ieu-b-4957	19590_46	SP_D	SFTPD	1	Wald ratio	0.153054445617754	0.115467370923077	0.184998349735098	1.16538842750833	0.929357676961116	1.46136436017967
6227_1_KLK10_kallikrein_10	ieu-b-4957	6227_1	kallikrein_10	KLK10	1	Wald ratio	-0.0447452116225306	0.0972067664256047	0.64529398302111	0.956241089913297	0.79035704982858	1.15694169139997
8970_9_RIPK2_RIPK2	ieu-b-4957	8970_9	RIPK2	RIPK2	1	Wald ratio	0.342448735372927	1.01202583680406	0.735077266205962	1.40839215111313	0.193762537190331	10.2371102282204
8970_9_RIPK2_RIPK2	myeloma_meta-analysis	8970_9	RIPK2	RIPK2	1	Wald ratio	0.338862559241706	0.567535545023697	0.550455809907341	1.40335045440689	0.461392075171353	4.26837087991301
2982_82_LGALS4_Galectin_4	ieu-b-4957	2982_82	Galectin_4	LGALS4	1	Wald ratio	-0.430492802138416	1.08498130018044	0.691533831840725	0.650188601426755	0.0775326492654575	5.45247997366732
2982_82_LGALS4_Galectin_4	myeloma_meta-analysis	2982_82	Galectin_4	LGALS4	1	Wald ratio	-0.435272045028143	0.664165103189493	0.512231343801676	0.647088605892835	0.176041476939493	2.37855118666297
6383_90_TLL1_TLL1	ieu-b-4957	6383_90	TLL1	TLL1	1	Wald ratio	0.510784559206351	1.05318060184135	0.6276817558018	1.66659822713916	0.211517102601142	13.1315605998113
15476_6_REG3G_REG3G	ieu-b-4957	15476_6	REG3G	REG3G	1	Wald ratio	0.105279857627325	0.132848427745889	0.428080253963152	1.11102149469141	0.856326919237215	1.4414690627335
4920_10_LYZ_Lysozyme	ieu-b-4957	4920_10	Lysozyme	LYZ	1	Wald ratio	0.229086504173104	0.118422166673046	0.0530529031714257	1.2574508090477	0.996983615949314	1.58596642099191
4920_10_LYZ_Lysozyme	myeloma_meta-analysis	4920_10	Lysozyme	LYZ	1	Wald ratio	0.0659587502552583	0.0729017765979171	0.365591537564832	1.06818265399539	0.925955842390203	1.23225550297441
17726_3_SAR1A_SAR1A	ieu-b-4957	17726_3	SAR1A	SAR1A	1	Wald ratio	0.0142666828102233	0.388047906319198	0.97067217249576	1.01436893762977	0.474114126256363	2.17024611722237
3280_49_ACAN_Aggrecan	ieu-b-4957	3280_49	Aggrecan	ACAN	1	Wald ratio	-0.687010978723515	0.524402025320188	0.19016724260859	0.503077533444886	0.17999270650112	1.40609588897656
5103_30_CD200R1_MO2R1	ieu-b-4957	5103_30	MO2R1	CD200R1	1	Wald ratio	0.429372806263354	0.540002923553041	0.42653758194352	1.53629366755172	0.533107106938248	4.42724961314932
5103_30_CD200R1_MO2R1	myeloma_meta-analysis	5103_30	MO2R1	CD200R1	1	Wald ratio	0.625868055555556	0.328125	0.0564678509105584	1.86986840279919	0.982891103778066	3.55726878628488
17787_1_ECHS1_Enoyl_CoA_hydratase	ieu-b-4957	17787_1	Enoyl_CoA_hydratase	ECHS1	1	Wald ratio	-1.81670124946033	1.12220236311104	0.105474947347415	0.162561115999638	0.0180209937519047	1.46640728024527
18458_4_PTGES2_PGES2	ieu-b-4957	18458_4	PGES2	PTGES2	1	Wald ratio	0.80043229794991	0.72574143742149	0.270063373125926	2.2265032332595	0.536858393020556	9.23393712785857
4496_60_MMP12_MMP_12	ieu-b-4957	4496_60	MMP_12	MMP12	1	Wald ratio	0.195267291154078	0.122810127153083	0.111836293609489	1.21563587178342	0.955576402193264	1.54647034959719
4496_60_MMP12_MMP_12	myeloma_meta-analysis	4496_60	MMP_12	MMP12	1	Wald ratio	0.0658615363010813	0.0679679820249965	0.332541065733319	1.0680788167831	0.934862603641926	1.22027809692743
11098_1_PDXK_PDXK	myeloma_meta-analysis	11098_1	PDXK	PDXK	1	Wald ratio	-0.0720447379380094	0.174489856624427	0.679688799269014	0.93048926670888	0.660971301462879	1.30990600279346
3389_7_SERPINA5_PCI	ieu-b-4957	3389_7	PCI	SERPINA5	1	Wald ratio	0.308984733286954	0.277827556092492	0.266075492560413	1.36204157644679	0.790130405686605	2.3479127529051
15522_2_GLIPR2_GAPR1	ieu-b-4957	15522_2	GAPR1	GLIPR2	1	Wald ratio	0.281846255111349	0.228444137632351	0.217290691151589	1.32557490395335	0.847127338811837	2.07424403095699
15522_2_GLIPR2_GAPR1	myeloma_meta-analysis	15522_2	GAPR1	GLIPR2	1	Wald ratio	0.199204627621114	0.142443962400578	0.161969827490236	1.22043167438064	0.923129695960333	1.61348235069184
11102_22_REG4_REG4	ieu-b-4957	11102_22	REG4	REG4	1	Wald ratio	-0.433759618679425	0.500428476810552	0.386064507795185	0.648068020209656	0.243022940869296	1.72819963957372
11102_22_REG4_REG4	myeloma_meta-analysis	11102_22	REG4	REG4	1	Wald ratio	-0.271008403361345	0.313725490196078	0.387676183324369	0.762610087890005	0.412338624062499	1.41042849787327
9314_9_PSG5_PSG5	ieu-b-4957	9314_9	PSG5	PSG5	1	Wald ratio	0.0726868975076777	0.146151205892012	0.618949035000826	1.07539377572566	0.807534527697722	1.4321019513142
12558_3_UBASH3B_UBS3B	ieu-b-4957	12558_3	UBS3B	UBASH3B	1	Wald ratio	0.109408399166737	0.49694671179463	0.825745590024452	1.11561787472766	0.421216992718153	2.9547792798679
8360_169_NCR1_NKp46	ieu-b-4957	8360_169	NKp46	NCR1	1	Wald ratio	0.254318639909558	0.245319582134785	0.299883618164248	1.28958265130758	0.797313170228351	2.08578445289846
8360_169_NCR1_NKp46	myeloma_meta-analysis	8360_169	NKp46	NCR1	1	Wald ratio	0.101060230092488	0.141664786826077	0.475613246243902	1.10634327491451	0.838112656906317	1.46041875380649
10833_64_HHIP_HHIP	ieu-b-4957	10833_64	HHIP	HHIP	1	Wald ratio	0.085512977695525	0.415959486011236	0.837118951627399	1.08927569754068	0.482020991578798	2.46155575375762
5363_51_SEMA3E_Semaphorin_3E	ieu-b-4957	5363_51	Semaphorin_3E	SEMA3E	1	Wald ratio	0.0308362017621463	0.084217076255638	0.714252092605165	1.03131656221517	0.874389572335817	1.2164072916126
5363_51_SEMA3E_Semaphorin_3E	myeloma_meta-analysis	5363_51	Semaphorin_3E	SEMA3E	1	Wald ratio	-0.0045489006823351	0.052407126611069	0.930831062586929	0.995461429896179	0.898285916479411	1.10314927600633
9580_5_LAMC2_Laminin_gamma_2	ieu-b-4957	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.088662622365485	0.104317999437116	0.395366003443093	0.915154274081406	0.745928221480452	1.12277203255195
9580_5_LAMC2_Laminin_gamma_2	myeloma_meta-analysis	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0706205559146736	0.0610859728506787	0.247646531545504	0.931815396896672	0.826670523728083	1.05033372906291
5644_60_RNASE4_RNAS4	myeloma_meta-analysis	5644_60	RNAS4	RNASE4	1	Wald ratio	0.162243150684932	0.186120624048706	0.383366775014936	1.17614618730663	0.816642976866705	1.69391018241956
16621_77_APOA1BP_AIBP	ieu-b-4957	16621_77	AIBP	APOA1BP	1	Wald ratio	0.113308311231587	0.319889133837277	0.72318061704388	1.11997718126799	0.598293171938224	2.0965455488944
16621_77_APOA1BP_AIBP	myeloma_meta-analysis	16621_77	AIBP	APOA1BP	1	Wald ratio	-0.0915873904122365	0.215631412049991	0.671025867802783	0.912481570526954	0.59796386215874	1.3924296587848
12411_60_MAX_MAX	ieu-b-4957	12411_60	MAX	MAX	1	Wald ratio	-0.279842055511959	0.335814135825172	0.404661895709726	0.755903122759401	0.391395092771408	1.45987913888111
12411_60_MAX_MAX	myeloma_meta-analysis	12411_60	MAX	MAX	1	Wald ratio	-0.236343366778149	0.202341137123746	0.242788985994903	0.789509536039886	0.531032531224395	1.17379872389498
2602_2_ANGPT2_Angiopoietin_2	ieu-b-4957	2602_2	Angiopoietin_2	ANGPT2	1	Wald ratio	0.484382114276887	0.467764282604337	0.300423292929855	1.6231717642716	0.648926461206821	4.06006956694105
2602_2_ANGPT2_Angiopoietin_2	myeloma_meta-analysis	2602_2	Angiopoietin_2	ANGPT2	1	Wald ratio	0.356269113149847	0.282110091743119	0.20663495804538	1.42799178792756	0.821464409150534	2.48234801614499
13044_5_TSG101_TS101	ieu-b-4957	13044_5	TS101	TSG101	1	Wald ratio	-0.339163650984825	0.417401637035391	0.416470679717223	0.712365860174933	0.314342897209615	1.61436801418922
13044_5_TSG101_TS101	myeloma_meta-analysis	13044_5	TS101	TSG101	1	Wald ratio	0.558723693143245	0.245756958587916	0.02299723011195	1.74843953026064	1.08008533760014	2.83036967965008
6382_17_MANBA_MANBA	ieu-b-4957	6382_17	MANBA	MANBA	1	Wald ratio	-0.272034242072319	0.136639514727771	0.0464929829655456	0.761828174067772	0.582837016972908	0.995788101822663
19367_34_DCI_D3D2	ieu-b-4957	19367_34	D3D2	DCI	1	Wald ratio	0.327489424740288	0.408338346229704	0.422550024364568	1.38748037825504	0.623221220667577	3.08895418865975
19367_34_DCI_D3D2	myeloma_meta-analysis	19367_34	D3D2	DCI	1	Wald ratio	0.241558441558442	0.236883116883117	0.307853283786382	1.27323186239756	0.800328934630608	2.02556637062307
7128_9_VWA2_VWA2	ieu-b-4957	7128_9	VWA2	VWA2	1	Wald ratio	-0.291078549078633	10.3033362998687	0.977462039093384	0.747456963656329	1.26826286349427e-09	440517442.085349
2961_1_PROC_Protein_C	ieu-b-4957	2961_1	Protein_C	PROC	1	Wald ratio	-0.387033743923465	0.411724691965214	0.347201946209976	0.679068180115324	0.303002524999658	1.521880364679
15394_79_UNC5B_UNC5B	myeloma_meta-analysis	15394_79	UNC5B	UNC5B	1	Wald ratio	-1.18010075566751	0.488455079764903	0.0156926539995991	0.307247780086362	0.117952566752236	0.800331870405929
17821_20_NMT2_NMT2	ieu-b-4957	17821_20	NMT2	NMT2	1	Wald ratio	-1.13133099217494	0.972180071712949	0.244543506635985	0.322603587691999	0.0479880175922665	2.16873044592117
17821_20_NMT2_NMT2	myeloma_meta-analysis	17821_20	NMT2	NMT2	1	Wald ratio	-1.30687830687831	0.572751322751323	0.0225037973119634	0.27066366786179	0.0880834252420858	0.831698141836051
16818_200_CDCP1_CDCP1	ieu-b-4957	16818_200	CDCP1	CDCP1	1	Wald ratio	0.0616490482695647	0.262185875193344	0.814104035432191	1.06358901081696	0.636204474128943	1.7780786365569
9211_19_SERPINF1_PEDF	ieu-b-4957	9211_19	PEDF	SERPINF1	1	Wald ratio	-0.158266576595236	0.213279123177927	0.458049079085745	0.853622195936664	0.561977391792989	1.29661951537037
10605_22_APMAP_APMAP	ieu-b-4957	10605_22	APMAP	APMAP	1	Wald ratio	0.449273918161289	0.559949227880183	0.422351916062451	1.56717387579786	0.522972410612365	4.69629737084495
10605_22_APMAP_APMAP	myeloma_meta-analysis	10605_22	APMAP	APMAP	1	Wald ratio	-0.408857509627728	0.423620025673941	0.334468927569569	0.66440889744876	0.289629499730323	1.52415131545684
3204_2_LTA4H_LKHA4	ieu-b-4957	3204_2	LKHA4	LTA4H	1	Wald ratio	1.71536146520729	1.34659276014481	0.202715455207057	5.5586844202806	0.396943889452114	77.8421668788475
2635_61_LAYN_Layilin	ieu-b-4957	2635_61	Layilin	LAYN	1	Wald ratio	-0.212744181810531	1.13124449605956	0.85082799413963	0.808362904702634	0.0880382945264696	7.4223448922311
16605_2_C1QTNF9_C1T9A	ieu-b-4957	16605_2	C1T9A	C1QTNF9	1	Wald ratio	0.319058557247422	0.297383100927217	0.28332167730578	1.3758318874755	0.768117686019173	2.46435333679734
19383_131_CINP_CINP	ieu-b-4957	19383_131	CINP	CINP	1	Wald ratio	0.524600045215826	1.1408547164593	0.645637731423059	1.68978287646335	0.180599176277125	15.8105160192272
19383_131_CINP_CINP	myeloma_meta-analysis	19383_131	CINP	CINP	1	Wald ratio	-0.345945945945946	0.769369369369369	0.652963758223988	0.707550732058362	0.156623583467351	3.19637711865201
17329_2_BDH2_BDH2	ieu-b-4957	17329_2	BDH2	BDH2	1	Wald ratio	-0.344962079776166	0.29575721146629	0.243465236302262	0.708247209851324	0.396671731059178	1.26455724213771
17329_2_BDH2_BDH2	myeloma_meta-analysis	17329_2	BDH2	BDH2	1	Wald ratio	-0.169651741293532	0.178606965174129	0.34218302583811	0.843958681381619	0.594686208611831	1.19771779732716
6572_10_LRRTM4_LRRT4	ieu-b-4957	6572_10	LRRT4	LRRTM4	1	Wald ratio	0.506602998571664	1.22503794660484	0.679210540372994	1.65964379592007	0.150397817815993	18.3142120632756
6572_10_LRRTM4_LRRT4	myeloma_meta-analysis	6572_10	LRRT4	LRRTM4	1	Wald ratio	0.964419475655431	0.709737827715356	0.174197596091556	2.62326434554299	0.652681076330646	10.5434584763584
4337_49_CRP_CRP	ieu-b-4957	4337_49	CRP	CRP	1	Wald ratio	-0.213276979327314	0.48874662521332	0.662564420958939	0.807932325670254	0.309988411411443	2.10573885614244
13929_27_CROT_OCTC	ieu-b-4957	13929_27	OCTC	CROT	1	Wald ratio	0.0146001559815722	0.166869830309597	0.93027863034799	1.01470725886371	0.731641447075001	1.40728880971277
16596_25_GLRX3_GLRX3	ieu-b-4957	16596_25	GLRX3	GLRX3	1	Wald ratio	-1.01726469701956	0.738687652766869	0.168473829235274	0.361582626782918	0.0850009797198282	1.53812340072048
16596_25_GLRX3_GLRX3	myeloma_meta-analysis	16596_25	GLRX3	GLRX3	1	Wald ratio	-0.506953223767383	0.460176991150442	0.270614578943922	0.602327944456166	0.244411957626655	1.48437480799108
8310_6_ZG16B_U773	ieu-b-4957	8310_6	U773	ZG16B	1	Wald ratio	-0.174754508452612	0.339797908725781	0.607049577252993	0.839663125669672	0.431383234168395	1.63435689838179
